,geoid_county,rise,U7B001_isolated
2733,42017,8,2652
2734,42017,9,2936
2735,42017,10,3630
2736,42045,0,0
2737,42045,1,123
2738,42045,2,123
2739,42045,3,397
2740,42045,4,432
2741,42045,5,559
2742,42045,6,606
2743,42045,7,1254
2744,42045,8,1695
2745,42045,9,2531
2746,42045,10,3091
2747,42091,0,0
2748,42091,1,0
2749,42091,2,0
2750,42091,3,300
2751,42091,4,0
2752,42091,5,300
2753,42091,6,300
2754,42091,7,300
2755,42091,8,300
2756,42091,9,300
2757,42091,10,300
2758,42101,0,0
2759,42101,1,854
2760,42101,2,1937
2761,42101,3,3820
2762,42101,4,4361
2763,42101,5,3594
2764,42101,6,6944
2765,42101,7,13646
2766,42101,8,19491
2767,42101,9,25826
2768,42101,10,31425
2769,44001,0,0
2770,44001,1,62
2771,44001,2,547
2772,44001,3,969
2773,44001,4,2271
2774,44001,5,2786
2775,44001,6,3785
2776,44001,7,4835
2777,44001,8,7123
2778,44001,9,7668
2779,44001,10,9132
2780,44003,0,0
2781,44003,1,46
2782,44003,2,289
2783,44003,3,455
2784,44003,4,874
2785,44003,5,1335
2786,44003,6,2065
2787,44003,7,3263
2788,44003,8,3515
2789,44003,9,4498
2790,44003,10,5133
2791,44005,0,0
2792,44005,1,134
2793,44005,2,307
2794,44005,3,2102
2795,44005,4,2238
2796,44005,5,2970
2797,44005,6,3179
2798,44005,7,3861
2799,44005,8,7386
2800,44005,9,8354
2801,44005,10,9473
2802,44007,0,0
2803,44007,1,0
2804,44007,2,0
2805,44007,3,0
2806,44007,4,140
2807,44007,5,175
2808,44007,6,421
2809,44007,7,1507
2810,44007,8,1876
2811,44007,9,3582
2812,44007,10,4035
2813,44009,0,0
2814,44009,1,247
2815,44009,2,755
2816,44009,3,1934
2817,44009,4,2902
2818,44009,5,4578
2819,44009,6,5269
2820,44009,7,5954
2821,44009,8,6700
2822,44009,9,7701
2823,44009,10,8600
2824,45013,0,0
2825,45013,1,6638
2826,45013,2,10047
2827,45013,3,20604
2828,45013,4,29749
2829,45013,5,36770
2830,45013,6,43833
2831,45013,7,53671
2832,45013,8,62434
2833,45013,9,74369
2834,45013,10,87797
2835,45015,0,0
2836,45015,1,760
2837,45015,2,3026
2838,45015,3,6077
2839,45015,4,11451
2840,45015,5,12865
2841,45015,6,15485
2842,45015,7,17291
2843,45015,8,19375
2844,45015,9,22055
2845,45015,10,24634
2846,45019,0,0
2847,45019,1,3602
2848,45019,2,16570
2849,45019,3,45206
2850,45019,4,74774
2851,45019,5,102837
2852,45019,6,128615
2853,45019,7,155267
2854,45019,8,184410
2855,45019,9,209716
2856,45019,10,234629
2857,45027,0,0
2858,45027,1,0
2859,45027,2,0
2860,45027,3,0
2861,45027,4,0
2862,45027,5,0
2863,45027,6,0
2864,45027,7,0
2865,45027,8,0
2866,45027,9,0
2867,45027,10,0
2868,45029,0,0
2869,45029,1,77
2870,45029,2,262
2871,45029,3,985
2872,45029,4,1300
2873,45029,5,1681
2874,45029,6,2001
2875,45029,7,2113
2876,45029,8,2315
2877,45029,9,2611
2878,45029,10,2880
2879,45033,0,0
2880,45033,1,0
2881,45033,2,0
2882,45033,3,0
2883,45033,4,0
2884,45033,5,0
2885,45033,6,0
2886,45033,7,0
2887,45033,8,0
2888,45033,9,0
2889,45033,10,0
2890,45035,0,0
2891,45035,1,12
2892,45035,2,12
2893,45035,3,28
2894,45035,4,48
2895,45035,5,644
2896,45035,6,1924
2897,45035,7,2878
2898,45035,8,3425
2899,45035,9,4109
2900,45035,10,4792
2901,45041,0,0
2902,45041,1,0
2903,45041,2,0
2904,45041,3,0
2905,45041,4,0
2906,45041,5,0
2907,45041,6,0
2908,45041,7,0
2909,45041,8,0
2910,45041,9,0
2911,45041,10,0
2912,45043,0,0
2913,45043,1,717
2914,45043,2,1913
2915,45043,3,4822
2916,45043,4,6483
2917,45043,5,8407
2918,45043,6,9226
2919,45043,7,10811
2920,45043,8,12272
2921,45043,9,15387
2922,45043,10,18030
2923,45049,0,0
2924,45049,1,0
2925,45049,2,0
2926,45049,3,33
2927,45049,4,33
2928,45049,5,33
2929,45049,6,33
2930,45049,7,33
2931,45049,8,33
2932,45049,9,33
2933,45049,10,87
2934,45051,0,0
2935,45051,1,424
2936,45051,2,897
2937,45051,3,1970
2938,45051,4,2985
2939,45051,5,5228
2940,45051,6,6750
2941,45051,7,9355
2942,45051,8,11456
2943,45051,9,15626
2944,45051,10,22479
2945,45053,0,0
2946,45053,1,325
2947,45053,2,567
2948,45053,3,613
2949,45053,4,910
2950,45053,5,2295
2951,45053,6,2566
2952,45053,7,2658
2953,45053,8,2831
2954,45053,9,3906
2955,45053,10,4208
2956,45067,0,0
2957,45067,1,0
2958,45067,2,0
2959,45067,3,0
2960,45067,4,0
2961,45067,5,0
2962,45067,6,0
2963,45067,7,0
2964,45067,8,0
2965,45067,9,0
2966,45067,10,0
2967,45089,0,0
2968,45089,1,0
2969,45089,2,0
2970,45089,3,0
2971,45089,4,0
2972,45089,5,0
2973,45089,6,0
2974,45089,7,11
2975,45089,8,48
2976,45089,9,82
2977,45089,10,92
2978,48007,0,0
2979,48007,1,38
2980,48007,2,374
2981,48007,3,821
2982,48007,4,2361
2983,48007,5,3136
2984,48007,6,4614
2985,48007,7,5282
2986,48007,8,6983
2987,48007,9,7517
2988,48007,10,8724
2989,48039,0,0
2990,48039,1,910
2991,48039,2,1114
2992,48039,3,1885
2993,48039,4,3346
2994,48039,5,3882
2995,48039,6,4209
2996,48039,7,4991
2997,48039,8,5369
2998,48039,9,7787
2999,48039,10,7318
3000,48057,0,0
3001,48057,1,244
3002,48057,2,251
3003,48057,3,362
3004,48057,4,630
3005,48057,5,758
3006,48057,6,873
3007,48057,7,1717
3008,48057,8,2498
3009,48057,9,2746
3010,48057,10,3063
3011,48061,0,0
3012,48061,1,0
3013,48061,2,6
3014,48061,3,627
3015,48061,4,2728
3016,48061,5,2677
3017,48061,6,4931
3018,48061,7,7755
3019,48061,8,9451
3020,48061,9,10387
3021,48061,10,11094
3022,48071,0,0
3023,48071,1,215
3024,48071,2,217
3025,48071,3,273
3026,48071,4,335
3027,48071,5,566
3028,48071,6,632
3029,48071,7,1253
3030,48071,8,1437
3031,48071,9,1851
3032,48071,10,2194
3033,48157,0,0
3034,48157,1,0
3035,48157,2,0
3036,48157,3,0
3037,48157,4,0
3038,48157,5,0
3039,48157,6,0
3040,48157,7,0
3041,48157,8,0
3042,48157,9,0
3043,48157,10,0
3044,48167,0,0
3045,48167,1,476
3046,48167,2,1924
3047,48167,3,8856
3048,48167,4,17106
3049,48167,5,25194
3050,48167,6,33325
3051,48167,7,49599
3052,48167,8,57569
3053,48167,9,68792
3054,48167,10,77354
3055,48199,0,0
3056,48199,1,0
3057,48199,2,0
3058,48199,3,2
3059,48199,4,2
3060,48199,5,663
3061,48199,6,663
3062,48199,7,663
3063,48199,8,687
3064,48199,9,1203
3065,48199,10,1223
3066,48201,0,0
3067,48201,1,1231
3068,48201,2,2610
3069,48201,3,1975
3070,48201,4,2581
3071,48201,5,5408
3072,48201,6,7015
3073,48201,7,8800
3074,48201,8,13813
3075,48201,9,20761
3076,48201,10,28932
3077,48239,0,0
3078,48239,1,0
3079,48239,2,2
3080,48239,3,31
3081,48239,4,31
3082,48239,5,31
3083,48239,6,31
3084,48239,7,33
3085,48239,8,40
3086,48239,9,118
3087,48239,10,412
3088,48241,0,0
3089,48241,1,0
3090,48241,2,0
3091,48241,3,0
3092,48241,4,0
3093,48241,5,0
3094,48241,6,0
3095,48241,7,0
3096,48241,8,93
3097,48241,9,145
3098,48241,10,145
3099,48245,0,0
3100,48245,1,226
3101,48245,2,578
3102,48245,3,1349
3103,48245,4,1781
3104,48245,5,2106
3105,48245,6,2964
3106,48245,7,2862
3107,48245,8,3847
3108,48245,9,4425
3109,48245,10,11641
3110,48261,0,0
3111,48261,1,0
3112,48261,2,0
3113,48261,3,5
3114,48261,4,8
3115,48261,5,8
3116,48261,6,10
3117,48261,7,10
3118,48261,8,10
3119,48261,9,10
3120,48261,10,10
3121,48273,0,0
3122,48273,1,0
3123,48273,2,0
3124,48273,3,0
3125,48273,4,6
3126,48273,5,16
3127,48273,6,84
3128,48273,7,84
3129,48273,8,84
3130,48273,9,169
3131,48273,10,301
3132,48291,0,0
3133,48291,1,0
3134,48291,2,0
3135,48291,3,0
3136,48291,4,0
3137,48291,5,0
3138,48291,6,0
3139,48291,7,0
3140,48291,8,0
3141,48291,9,115
3142,48291,10,115
3143,48321,0,0
3144,48321,1,103
3145,48321,2,151
3146,48321,3,734
3147,48321,4,1214
3148,48321,5,1436
3149,48321,6,1680
3150,48321,7,1653
3151,48321,8,1831
3152,48321,9,2252
3153,48321,10,2532
3154,48351,0,0
3155,48351,1,0
3156,48351,2,0
3157,48351,3,0
3158,48351,4,0
3159,48351,5,0
3160,48351,6,0
3161,48351,7,0
3162,48351,8,0
3163,48351,9,28
3164,48351,10,84
3165,48355,0,0
3166,48355,1,0
3167,48355,2,220
3168,48355,3,286
3169,48355,4,1918
3170,48355,5,4989
3171,48355,6,11473
3172,48355,7,15704
3173,48355,8,15714
3174,48355,9,16203
3175,48355,10,19262
3176,48361,0,0
3177,48361,1,2010
3178,48361,2,2290
3179,48361,3,4416
3180,48361,4,7552
3181,48361,5,10174
3182,48361,6,18699
3183,48361,7,26050
3184,48361,8,31353
3185,48361,9,36481
3186,48361,10,35483
3187,48391,0,0
3188,48391,1,0
3189,48391,2,0
3190,48391,3,0
3191,48391,4,10
3192,48391,5,18
3193,48391,6,18
3194,48391,7,35
3195,48391,8,37
3196,48391,9,47
3197,48391,10,51
3198,48409,0,0
3199,48409,1,0
3200,48409,2,141
3201,48409,3,28
3202,48409,4,575
3203,48409,5,1573
3204,48409,6,1525
3205,48409,7,1940
3206,48409,8,2170
3207,48409,9,2998
3208,48409,10,4519
3209,48469,0,0
3210,48469,1,0
3211,48469,2,0
3212,48469,3,0
3213,48469,4,0
3214,48469,5,0
3215,48469,6,0
3216,48469,7,5
3217,48469,8,5
3218,48469,9,5
3219,48469,10,5
3220,48489,0,0
3221,48489,1,0
3222,48489,2,0
3223,48489,3,14
3224,48489,4,4
3225,48489,5,196
3226,48489,6,141
3227,48489,7,254
3228,48489,8,259
3229,48489,9,191
3230,48489,10,206
3231,51001,0,0
3232,51001,1,1384
3233,51001,2,4518
3234,51001,3,6107
3235,51001,4,7014
3236,51001,5,7676
3237,51001,6,7890
3238,51001,7,8790
3239,51001,8,9331
3240,51001,9,10180
3241,51001,10,10358
3242,51013,0,0
3243,51013,1,0
3244,51013,2,0
3245,51013,3,0
3246,51013,4,0
3247,51013,5,0
3248,51013,6,0
3249,51013,7,0
3250,51013,8,0
3251,51013,9,0
3252,51013,10,0
3253,51033,0,0
3254,51033,1,0
3255,51033,2,0
3256,51033,3,0
3257,51033,4,0
3258,51033,5,0
3259,51033,6,0
3260,51033,7,15
3261,51033,8,15
3262,51033,9,15
3263,51033,10,15
3264,51036,0,0
3265,51036,1,28
3266,51036,2,31
3267,51036,3,31
3268,51036,4,107
3269,51036,5,211
3270,51036,6,280
3271,51036,7,280
3272,51036,8,286
3273,51036,9,286
3274,51036,10,328
3275,51041,0,0
3276,51041,1,0
3277,51041,2,0
3278,51041,3,0
3279,51041,4,0
3280,51041,5,0
3281,51041,6,0
3282,51041,7,214
3283,51041,8,214
3284,51041,9,214
3285,51041,10,214
3286,51057,0,0
3287,51057,1,0
3288,51057,2,28
3289,51057,3,39
3290,51057,4,338
3291,51057,5,349
3292,51057,6,380
3293,51057,7,380
3294,51057,8,493
3295,51057,9,617
3296,51057,10,677
3297,51059,0,0
3298,51059,1,0
3299,51059,2,55
3300,51059,3,81
3301,51059,4,291
3302,51059,5,3200
3303,51059,6,5388
3304,51059,7,5477
3305,51059,8,5859
3306,51059,9,5910
3307,51059,10,6291
3308,51073,0,0
3309,51073,1,411
3310,51073,2,1641
3311,51073,3,3284
3312,51073,4,4822
3313,51073,5,5350
3314,51073,6,6212
3315,51073,7,6229
3316,51073,8,7107
3317,51073,9,7218
3318,51073,10,7440
3319,51085,0,0
3320,51085,1,0
3321,51085,2,0
3322,51085,3,0
3323,51085,4,0
3324,51085,5,0
3325,51085,6,0
3326,51085,7,0
3327,51085,8,0
3328,51085,9,0
3329,51085,10,6
3330,51087,0,0
3331,51087,1,12
3332,51087,2,12
3333,51087,3,12
3334,51087,4,18
3335,51087,5,18
3336,51087,6,30
3337,51087,7,30
3338,51087,8,97
3339,51087,9,97
3340,51087,10,97
3341,51093,0,0
3342,51093,1,50
3343,51093,2,61
3344,51093,3,76
3345,51093,4,801
3346,51093,5,801
3347,51093,6,831
3348,51093,7,1016
3349,51093,8,1016
3350,51093,9,2008
3351,51093,10,2008
3352,51095,0,0
3353,51095,1,69
3354,51095,2,69
3355,51095,3,947
3356,51095,4,1107
3357,51095,5,1623
3358,51095,6,1867
3359,51095,7,1915
3360,51095,8,3329
3361,51095,9,3292
3362,51095,10,3492
3363,51097,0,0
3364,51097,1,66
3365,51097,2,250
3366,51097,3,388
3367,51097,4,388
3368,51097,5,418
3369,51097,6,436
3370,51097,7,460
3371,51097,8,495
3372,51097,9,495
3373,51097,10,495
3374,51099,0,0
3375,51099,1,155
3376,51099,2,155
3377,51099,3,180
3378,51099,4,180
3379,51099,5,180
3380,51099,6,180
3381,51099,7,180
3382,51099,8,190
3383,51099,9,190
3384,51099,10,190
3385,51101,0,0
3386,51101,1,12
3387,51101,2,151
3388,51101,3,128
3389,51101,4,131
3390,51101,5,238
3391,51101,6,379
3392,51101,7,602
3393,51101,8,1093
3394,51101,9,1879
3395,51101,10,1962
3396,51103,0,0
3397,51103,1,228
3398,51103,2,369
3399,51103,3,408
3400,51103,4,738
3401,51103,5,835
3402,51103,6,877
3403,51103,7,1353
3404,51103,8,1252
3405,51103,9,1443
3406,51103,10,1660
3407,51115,0,0
3408,51115,1,85
3409,51115,2,1415
3410,51115,3,1816
3411,51115,4,3582
3412,51115,5,4273
3413,51115,6,4835
3414,51115,7,5654
3415,51115,8,6389
3416,51115,9,6523
3417,51115,10,6679
3418,51119,0,0
3419,51119,1,58
3420,51119,2,521
3421,51119,3,543
3422,51119,4,584
3423,51119,5,590
3424,51119,6,586
3425,51119,7,855
3426,51119,8,931
3427,51119,9,989
3428,51119,10,1015
3429,51127,0,0
3430,51127,1,536
3431,51127,2,584
3432,51127,3,659
3433,51127,4,659
3434,51127,5,1251
3435,51127,6,1267
3436,51127,7,1399
3437,51127,8,1246
3438,51127,9,1300
3439,51127,10,1842
3440,51131,0,0
3441,51131,1,54
3442,51131,2,154
3443,51131,3,189
3444,51131,4,612
3445,51131,5,816
3446,51131,6,1378
3447,51131,7,1664
3448,51131,8,2014
3449,51131,9,2170
3450,51131,10,2360
3451,51133,0,0
3452,51133,1,31
3453,51133,2,57
3454,51133,3,685
3455,51133,4,709
3456,51133,5,965
3457,51133,6,1335
3458,51133,7,2001
3459,51133,8,2658
3460,51133,9,3095
3461,51133,10,3539
3462,51149,0,0
3463,51149,1,335
3464,51149,2,335
3465,51149,3,335
3466,51149,4,335
3467,51149,5,341
3468,51149,6,341
3469,51149,7,359
3470,51149,8,398
3471,51149,9,398
3472,51149,10,404
3473,51153,0,0
3474,51153,1,0
3475,51153,2,0
3476,51153,3,0
3477,51153,4,24
3478,51153,5,167
3479,51153,6,167
3480,51153,7,209
3481,51153,8,252
3482,51153,9,295
3483,51153,10,446
3484,51159,0,0
3485,51159,1,24
3486,51159,2,53
3487,51159,3,122
3488,51159,4,187
3489,51159,5,249
3490,51159,6,277
3491,51159,7,282
3492,51159,8,382
3493,51159,9,463
3494,51159,10,560
3495,51175,0,0
3496,51175,1,154
3497,51175,2,154
3498,51175,3,154
3499,51175,4,154
3500,51175,5,156
3501,51175,6,156
3502,51175,7,156
3503,51175,8,71
3504,51175,9,81
3505,51175,10,149
3506,51177,0,0
3507,51177,1,0
3508,51177,2,0
3509,51177,3,0
3510,51177,4,0
3511,51177,5,0
3512,51177,6,0
3513,51177,7,0
3514,51177,8,0
3515,51177,9,0
3516,51177,10,0
3517,51179,0,0
3518,51179,1,0
3519,51179,2,0
3520,51179,3,0
3521,51179,4,37
3522,51179,5,168
3523,51179,6,168
3524,51179,7,758
3525,51179,8,872
3526,51179,9,831
3527,51179,10,851
3528,51181,0,0
3529,51181,1,87
3530,51181,2,87
3531,51181,3,93
3532,51181,4,93
3533,51181,5,93
3534,51181,6,107
3535,51181,7,115
3536,51181,8,118
3537,51181,9,112
3538,51181,10,112
3539,51183,0,0
3540,51183,1,0
3541,51183,2,0
3542,51183,3,0
3543,51183,4,0
3544,51183,5,0
3545,51183,6,0
3546,51183,7,0
3547,51183,8,0
3548,51183,9,0
3549,51183,10,0
3550,51193,0,0
3551,51193,1,0
3552,51193,2,139
3553,51193,3,582
3554,51193,4,876
3555,51193,5,1063
3556,51193,6,1947
3557,51193,7,2109
3558,51193,8,2394
3559,51193,9,4679
3560,51193,10,4776
3561,51199,0,0
3562,51199,1,0
3563,51199,2,187
3564,51199,3,2358
3565,51199,4,2748
3566,51199,5,3822
3567,51199,6,4963
3568,51199,7,9994
3569,51199,8,11014
3570,51199,9,14209
3571,51199,10,14986
3572,51510,0,0
3573,51510,1,0
3574,51510,2,0
3575,51510,3,0
3576,51510,4,0
3577,51510,5,0
3578,51510,6,218
3579,51510,7,692
3580,51510,8,919
3581,51510,9,1217
3582,51510,10,2792
3583,51550,0,0
3584,51550,1,1276
3585,51550,2,2133
3586,51550,3,7021
3587,51550,4,12816
3588,51550,5,23699
3589,51550,6,32184
3590,51550,7,41688
3591,51550,8,62394
3592,51550,9,74129
3593,51550,10,87174
3594,51570,0,0
3595,51570,1,0
3596,51570,2,0
3597,51570,3,0
3598,51570,4,0
3599,51570,5,0
3600,51570,6,0
3601,51570,7,0
3602,51570,8,0
3603,51570,9,0
3604,51570,10,0
3605,51620,0,0
3606,51620,1,0
3607,51620,2,0
3608,51620,3,0
3609,51620,4,0
3610,51620,5,0
3611,51620,6,0
3612,51620,7,0
3613,51620,8,0
3614,51620,9,0
3615,51620,10,0
3616,51630,0,0
3617,51630,1,0
3618,51630,2,0
3619,51630,3,0
3620,51630,4,0
3621,51630,5,0
3622,51630,6,0
3623,51630,7,0
3624,51630,8,0
3625,51630,9,0
3626,51630,10,11
3627,51650,0,0
3628,51650,1,49
3629,51650,2,2101
3630,51650,3,4145
3631,51650,4,6697
3632,51650,5,17090
3633,51650,6,27103
3634,51650,7,38530
3635,51650,8,50686
3636,51650,9,65190
3637,51650,10,74380
3638,51670,0,0
3639,51670,1,0
3640,51670,2,0
3641,51670,3,0
3642,51670,4,0
3643,51670,5,0
3644,51670,6,0
3645,51670,7,0
3646,51670,8,0
3647,51670,9,0
3648,51670,10,0
3649,51700,0,0
3650,51700,1,0
3651,51700,2,30
3652,51700,3,130
3653,51700,4,614
3654,51700,5,1956
3655,51700,6,2163
3656,51700,7,3204
3657,51700,8,5522
3658,51700,9,6789
3659,51700,10,8108
3660,51710,0,0
3661,51710,1,300
3662,51710,2,1608
3663,51710,3,8093
3664,51710,4,19023
3665,51710,5,31702
3666,51710,6,43553
3667,51710,7,78959
3668,51710,8,109218
3669,51710,9,136975
3670,51710,10,169573
3671,51730,0,0
3672,51730,1,0
3673,51730,2,0
3674,51730,3,0
3675,51730,4,0
3676,51730,5,0
3677,51730,6,0
3678,51730,7,0
3679,51730,8,0
3680,51730,9,0
3681,51730,10,0
3682,51735,0,0
3683,51735,1,877
3684,51735,2,2475
3685,51735,3,4841
3686,51735,4,7740
3687,51735,5,9916
3688,51735,6,11536
3689,51735,7,11952
3690,51740,0,0
3691,51740,1,3
3692,51740,2,619
3693,51740,3,929
3694,51740,4,4166
3695,51740,5,8442
3696,51740,6,18044
3697,51740,7,26767
3698,51740,8,34640
3699,51740,9,46177
3700,51740,10,60243
3701,51760,0,0
3702,51760,1,0
3703,51760,2,0
3704,51760,3,0
3705,51760,4,0
3706,51760,5,0
3707,51760,6,0
3708,51760,7,0
3709,51760,8,0
3710,51760,9,0
3711,51760,10,0
3712,51800,0,0
3713,51800,1,40
3714,51800,2,153
3715,51800,3,153
3716,51800,4,256
3717,51800,5,256
3718,51800,6,1266
3719,51800,7,1284
3720,51800,8,2187
3721,51800,9,3503
3722,51800,10,5889
3723,51810,0,0
3724,51810,1,248
3725,51810,2,971
3726,51810,3,6020
3727,51810,4,19121
3728,51810,5,30590
3729,51810,6,55587
3730,51810,7,78183
3731,51810,8,98471
3732,51810,9,134960
3733,51810,10,201094
3734,51830,0,0
3735,51830,1,0
3736,51830,2,0
3737,51830,3,0
3738,51830,4,0
3739,51830,5,0
3740,51830,6,0
3741,51830,7,0
3742,51830,8,0
3743,51830,9,0
3744,51830,10,0
3745,53009,0,0
3746,53009,1,263
3747,53009,2,279
3748,53009,3,268
3749,53009,4,387
3750,53009,5,521
3751,53009,6,569
3752,53009,7,669
3753,53009,8,715
3754,53009,9,696
3755,53009,10,685
3756,53011,0,0
3757,53011,1,0
3758,53011,2,0
3759,53011,3,0
3760,53011,4,0
3761,53011,5,0
3762,53011,6,0
3763,53011,7,0
3764,53011,8,0
3765,53011,9,0
3766,53011,10,0
3767,53015,0,0
3768,53015,1,14538
3769,53015,2,16044
3770,53015,3,19611
3771,53015,4,20362
3772,53015,5,21650
3773,53015,6,22815
3774,53015,7,23258
3775,53015,8,25997
3776,53015,9,28610
3777,53015,10,32690
3778,53027,0,0
3779,53027,1,4927
3780,53027,2,9783
3781,53027,3,18149
3782,53027,4,22388
3783,53027,5,24522
3784,53027,6,26152
3785,53027,7,28569
3786,53027,8,31207
3787,53027,9,33439
3788,53027,10,35266
3789,53029,0,0
3790,53029,1,476
3791,53029,2,502
3792,53029,3,1111
3793,53029,4,2205
3794,53029,5,2037
3795,53029,6,2147
3796,53029,7,2262
3797,53029,8,2433
3798,53029,9,2710
3799,53029,10,3676
3800,53031,0,0
3801,53031,1,102
3802,53031,2,49
3803,53031,3,232
3804,53031,4,342
3805,53031,5,563
3806,53031,6,640
3807,53031,7,1483
3808,53031,8,1457
3809,53031,9,1360
3810,53031,10,1465
3811,53033,0,0
3812,53033,1,2130
3813,53033,2,2227
3814,53033,3,2439
3815,53033,4,2446
3816,53033,5,3173
3817,53033,6,4363
3818,53033,7,6251
3819,53033,8,7764
3820,53033,9,11156
3821,53033,10,14506
3822,53035,0,0
3823,53035,1,788
3824,53035,2,1151
3825,53035,3,1558
3826,53035,4,2688
3827,53035,5,3312
3828,53035,6,6030
3829,53035,7,6111
3830,53035,8,6383
3831,53035,9,8019
3832,53035,10,8293
3833,53045,0,0
3834,53045,1,366
3835,53045,2,232
3836,53045,3,346
3837,53045,4,1227
3838,53045,5,2324
3839,53045,6,3332
3840,53045,7,3852
3841,53045,8,4509
3842,53045,9,5332
3843,53045,10,5528
3844,53049,0,0
3845,53049,1,557
3846,53049,2,941
3847,53049,3,1414
3848,53049,4,2252
3849,53049,5,4329
3850,53049,6,5125
3851,53049,7,7312
3852,53049,8,7518
3853,53049,9,8520
3854,53049,10,9470
3855,53053,0,0
3856,53053,1,0
3857,53053,2,55
3858,53053,3,1222
3859,53053,4,1810
3860,53053,5,3111
3861,53053,6,3396
3862,53053,7,5708
3863,53053,8,6314
3864,53053,9,7376
3865,53053,10,9145
3866,53055,0,0
3867,53055,1,183
3868,53055,2,214
3869,53055,3,337
3870,53055,4,345
3871,53055,5,529
3872,53055,6,606
3873,53055,7,617
3874,53055,8,836
3875,53055,9,1035
3876,53055,10,1044
3877,53057,0,0
3878,53057,1,2645
3879,53057,2,3154
3880,53057,3,4091
3881,53057,4,4157
3882,53057,5,5093
3883,53057,6,5413
3884,53057,7,5990
3885,53057,8,6215
3886,53057,9,6538
3887,53057,10,7296
3888,53059,0,0
3889,53059,1,0
3890,53059,2,0
3891,53059,3,27
3892,53059,4,0
3893,53059,5,27
3894,53059,6,27
3895,53059,7,27
3896,53059,8,27
3897,53059,9,27
3898,53059,10,27
3899,53061,0,0
3900,53061,1,1541
3901,53061,2,1550
3902,53061,3,1716
3903,53061,4,2006
3904,53061,5,2433
3905,53061,6,2735
3906,53061,7,2895
3907,53061,8,3504
3908,53061,9,4585
3909,53061,10,5140
3910,53067,0,0
3911,53067,1,102
3912,53067,2,73
3913,53067,3,108
3914,53067,4,190
3915,53067,5,940
3916,53067,6,1218
3917,53067,7,1323
3918,53067,8,1405
3919,53067,9,1861
3920,53067,10,2249
3921,53069,0,0
3922,53069,1,300
3923,53069,2,709
3924,53069,3,1004
3925,53069,4,1380
3926,53069,5,1462
3927,53069,6,1482
3928,53069,7,1579
3929,53069,8,1642
3930,53069,9,1675
3931,53069,10,1675
3932,53073,0,0
3933,53073,1,59
3934,53073,2,704
3935,53073,3,1239
3936,53073,4,1020
3937,53073,5,2199
3938,53073,6,2391
3939,53073,7,2818
3940,53073,8,3012
3941,53073,9,3080
3942,53073,10,3308
